,Unnamed: 0,reviews,Sentiment,Analysis
2314,2314,none,0.0,Neutral
2315,2315,th may reviewed british airway flight bangkok london great score given changing return flight opted travel singapore pleased say overall experience excellent premium economy product aircraft fantastic seat pitch entertainment unit overall comfort good food ok think attention detail lacking polish product st meal receive metal cutlery yet second meal plastic minor negative crew ok job love layout premium economy upperdeck,0.9786,Positive
2316,2316,would disappointed indeed paid full fare business class ticket food appalling could hardly get two mouthful starter main course beef hard tasteless small compared business class meal say cathay pacific qatar airway portion starter main around le incredibly british airway serve mean meal business class transatlantic route make money hungry meal later decided raid larder sweet generally avoid menu state would yoghurt stuff available fa embarrassed got cheese plus excellent service good selection ife comfortable enough seat larger pillow would although hate climb someone get seat british airway revamped iberia merged iberia much better business class product,0.34,Neutral
2317,2317,none,0.0,Neutral
2318,2318,none,0.0,Neutral
2319,2319,none,0.0,Neutral
2320,2320,none,0.0,Neutral
2321,2321,arrived gatwick catch flight st lucia check fine although security tight airside breakfast checked flight information screen indicated departure gate would available tea toast checked board indicated departure information would available obviously first time alarm bell start ringing plain see going delayed screen information changed say departure detail would available point venture british airway information desk queue around fifteen people gave sat screen info finally said new departure time time add time information screen made available passenger regarding flight detail refreshment etc despite numerous announcement easyjet airline ba conspicuous silence eventually notified gate number first time told entered departure area reason delay apparently problem cargo door decided needed replaced despite rather cramped departure area everyone seemed ready board told repair complete would delay passenger wanted stretch leg could leave boarding pass ground staff leave departure area eventually boarded everyone settled seat pilot apologised said repair still completed delay likely eventually departed delay five half hour know stuff happens let forget departing one ba home airport second plane available quicker five half hour anybody guess various people writing online forum previously spoken holiday route gatwick dumbed ba favour traditional business route flying heathrow idea whether true would ask one question flight morning flight heathrow jfk would ba found solution quicker air flight fine nothing special nothing bad would acceptable without delay,-0.5613,Negative
2322,2322,none,0.0,Neutral
2323,2323,none,0.0,Neutral
2324,2324,none,0.0,Neutral
2325,2325,none,0.0,Neutral
2326,2326,none,0.0,Neutral
2327,2327,none,0.0,Neutral
2328,2328,none,0.0,Neutral
2329,2329,flew british airway new york jfk london heathrow comfortable seat ergonomic plane clean clear screen nice selection music tv show recent movie easy navigate also enjoyed multiple view flight overhead map mock pilot screen attendant polite dinner served quickly food good air france flight definitely try book future trip,0.9607,Positive
2330,2330,hiatus almost year heathrow inverness route reinstated may last year travelling inverness geneva using easyjet via gatwick thought would interesting see ba compare budget rival travelling north scotland overall would say particularly favourably bag drop checked online go bag drop however one agent desk dedicated economy passenger versus agent business passenger ba bag drop geneva slow painful experience slower recently experienced easyjet geneva boarding geneva fairly smooth better worse easyjet flight staff friendly efficient however complimentary breakfast ham cheese croissant could best described awful croissant name given price premium overall opinion ba providing sufficiently better service comparison easyjet considering price premium two airline,0.8761,Positive
2331,2331,flew british airway hour flight dubai london economy tiniest tv screen seen last year small squint time make going resolution terrible irritated eye screen little cross must ancient plane movie selection old given watched movie month earlier nothing currently cinema one meal asked additional food snack form chocolate bar biscuit also allowed sparkling wine ridiculous tap business class staff seemed irritated time especially lady business class welcomed u disappointing experience,-0.8807,Negative
2332,2332,going grain somewhat say truly prefer flying british airway emirate london heathrow dubai route tried airline several time definitely going side ba one firstly ba offer really competitive price route happen avios tucked away flight real steal secondly lhr ba really best terminal okay terminal emirate worst terminal world much prefer terminal spacious light good dining option aircraft well choice choosing passenger pleaser retro classic b happily fly either although even refit still showing age economy passenger found product british airway perfectly reasonable seat pitch average seat comfort average ife screen size average get choice latest blockbuster option emirate huge ife thousand film choose slightly better seat width pitch however also wondered appeal choosing thousand film interest watching rather take ipad preloaded film actually want watch lack wifi huge concern hopefully gogo ku product ba installing robust catering economy passenger expecting much last flight ba pleasantly surprised food edible also really quite tasty ba fall presentation quite frankly awful also little extra notice pre dinner drink service coffee tea offered throughout cabin real cheese cracker finish meal opposed soft cheese year old ba also get substantial snack prior landing little tuck box far generous emirate economy offering found crew hit miss fairness found treating crew friendly warm manner expect treated normally brings best recent newspaper deal murdoch empire nice touch along daily hate newspaper choose also get time sun financial time complimentary option arrival ba dxb bit nightmare terminal immigration something else journey runway stand epic however new concourse departure really nice blingy overall pleasant flight would happily fly ba,0.9962,Positive
2333,2333,none,0.0,Neutral
2334,2334,none,0.0,Neutral
2335,2335,flight gatwick bermuda british airway aircraft clean reasonably comfortable cabin crew friendly attentive ft tall normally problem leg room offered economy aer lingus talking ample leg room indeed walking premium economy club world exiting aircraft notice big difference leg room flown ba quite year vague memory inflight meal particularly shoddy time though meal reasonably nice chicken korma fianc e complaint either pasta dish crew round regularly complementary soft drink well snack glass water pure orange ife good selection though one gripe positioning control small controller built top arm rest controller control ife well reading light call button accidentally pressed light call button elbow shifting position small gripe quite annoying another gripe advert sit starting watch new selection continental virgin couple year ago believe sit advert watching movie tv programme overall aside small ife issue thoroughly pleasant flight,0.9104,Positive
2336,2336,none,0.0,Neutral
2337,2337,none,0.0,Neutral
2338,2338,none,0.0,Neutral
2339,2339,none,0.0,Neutral
2340,2340,none,0.0,Neutral
2341,2341,london paris cdg business class british airway always one favourite airline however point really bug business class check counter queue longer comparison counter e g economy terminal security fast track queue also longer,0.34,Neutral
2342,2342,every airline offer business class travel assign seat booking flight exception british airway january booked flight two passenger ba business class san francisco london back travel may june seat business class assigned hour flight time however come another ba first want choose seat time paying extra fee ended shelling privilege selecting two seat return flight top steep fare charged travel business class begrudge airline extra profit price fuel take massive drop airline also engages tactic described order maximize profitability rebel,0.7269,Positive
2343,2343,none,0.0,Neutral
2344,2344,amsterdam sao paulo via london heathrow british airway comfort good stylish leather seat adjustable headrest mixed feeling boeing sao paulo headrest recline good however ife outdated limited seat recline hard see screen also personal space passanger front full recline became almost claustophobic flight found crew professional friendly somewhat reserved found quality quantity catering good,0.9118,Positive
2345,2345,london city glasgow british airway outrageous red tape flight delayed glasgow asked could go earlier flight baggage etc sorry madam empty seat time sale passed cannot put earlier flight leaf minute airline let fly standby except british airway delay flight switch earlier flight space due ridiculous red tape first time happened worst customer service ever pure laziness anytime option flying different airline,-0.9313,Negative
2346,2346,partner flying london heathrow bombay march due catch onward flight goa unfortunately someone fell seriously ill flight plane redirected istanbul allow taken hospital redirection meant arrived bombay hour late make connecting flight touched bombay flight attendant said ba ground staff would help u missed flight connection etc speak disembarked advice sought uniformed ba ground staff luggage hall asked advice advised u exit hall find airport based travel agent purchase new flight goa voiced concern reimbursed reassured u saying ba would definitely cover went say wait day making claim website armed advice ba staff went ahead purchased new ticket big mistake since returning home duly followed instruction tried claim reimbursement reply received ba customer relation received reply mumbai investigated case agent spoke specifically remember speaking personally mention advised customer separate ticket make arrangement also mentioned ba responsible onward travel cost outright lie conclude ba staff member spoke bombay either fobbing u improperly instructed say customer either way british airway held responsible advice staff give poor service time poor customer service follow,-0.4767,Negative
2347,2347,none,0.0,Neutral
2348,2348,treated incredibly well staff made trip memorable possible found heading honeymoon champagne flowed looked u well particular irish fa amazing u like thank staff flight recommend british airway friend family trip would make choose ba future flight,0.9595,Positive
2349,2349,scheduled ba jfk lhr th may conducted online check informed flight one hour late proceed jfk check kindly moved earlier flight ba check easy smooth terminal jfk nothing exciting limited shopping dining enough seating feel like lcc terminal greeted friendly crew onboard hardware dated tiny screen old seat interior legroom decent though flight empty plenty space stretch flight left jfk minor delay light flight passenger sleeping service done discreet way food quality nothing write home overall typical ba flight efficient friendly crew dated unattractive product arrived heathrow early despite late departure jfk pleasant airport arrive spacious airy queue immigration took le minute leave airplane travel c clear immigration collect luggage,0.9488,Positive
2350,2350,british airway london heathrow new york jfk boeing refitted checked heathrow smooth quick pleasant enough used ba gallery lounge south busy limited food choice breakfast although wine selection decent lounge lack atmosphere basic opinion flight left heathrow late usual captain assured u would make time arrive early hardware particular flight sub standard old interior worn carpet dated toilet small screen poor resolution entertainment provided limited advertised website amenity pack provided also basic way felt premium economy asian airline however seat ok plenty leg room comfortable although big fan ying yang design service onboard friendly informal full service take afternoon tea landing felt service consistent biggest asset airline always let inferior hardware product always prefer fly asian airline,0.8402,Positive
2351,2351,none,0.0,Neutral
2352,2352,flew british airway london heathrow warsaw long weekend departure lhr smooth although terminal crowded dated flight left time arrived time return day later delay hour lag journey service efficient professional small pack food full bar service provided food high quality plane clean refitted interior seat pitch extremely tight similar easyjet purchased hand luggage ticket ba charged change seat even online check process find unacceptable full service airline even choose seat easyjet used prefer ba service seat comfort nowadays seems ba different budget airline shame service always good,0.34,Neutral
2353,2353,barbados gatwick ba flight left time arrived gatwick slightly ahead schedule many commented british airway configuration club world odd assume chose get extra seat compared traditional layout flight overnight wife decided chose two centre rear facing seat offered least disturbance downside get missed case cabin crew passed meal service gesture get back food drink service however otherwise fine breakfast included bacon roll nice flatbed reasonable comfortable got hour sleep,0.555,Positive
2354,2354,british airway gatwick barbados boeing flight departed time arrived bridgestone schedule seat k wife j outbound flight seat configuration may bit odd suited u day time flight made conversation easy although window seat could bit claustrophobic partition food drink good chosen fillet steak main course although cooked bit longer would prefer still moist tasty wine champagne selection good cabin crew faultless example wife asked jasmine tea although included selection stewardess offered one one teabags real disappointment ife b aircraft showing age technology dated however biggest problem video audio selection ae inferior many airline,0.4404,Neutral
2355,2355,none,0.0,Neutral
2356,2356,none,0.0,Neutral
2357,2357,none,0.0,Neutral
2358,2358,none,0.0,Neutral
2359,2359,family adult flying british airway bangkok london wished done homework first regarding aircraft type outstanding experience flight service crew stop seat old footrest would operate correctly oneworld gold frequent flyer able get st row premium economy x window pop screen armrest would stay one position screen cloudy scratched making impossible watch inflight entertainment hour put away hr entertainment long time food probably worst ever experienced main meal come business class menu sure happened galley steak like concrete could eaten hence left behind noticed passenger mid flight snack ok light meal prior landing inedible lasagna look put hence left behind hr min flight catering average rebooked premium cost fly back via kuala lumpur boeing new premium product interesting see compare would recommend british airway crew wise yes actual product catering etc advice check aircraft flying,0.9601,Positive
2360,2360,none,0.0,Neutral
2361,2361,london heathrow newark two evening prior flight used british airway android app reserve extended legroom seat wife time advance reservation regular seat front section extended legroom seat interest reserving regular seat could wait hour check interested purchasing extended legroom seat paid two front section seat wife boarded craft lo behold seat front section seat able pull confirmation purchase android phone cabin service director job nicely apologizing u offering u file incident report reassuring u would taken care post flight however subsequent flight british airway positively nasty response claiming given seat boarding pass issued true enough completely ignoring point misrepresented seat front section fact received zero good service beyond already entitled payment base fare mean nothing managed bilk gotten hand money intend keep see credit card company say would lot smoother could simply settle amicably rather forcing dispute charge credit card company suffice say wife flying ba,0.9702,Positive
2362,2362,none,0.0,Neutral
2363,2363,london heathrow denver british airway plane hr late taking checking previous lhr den flight revealed happened every day may surprised late leaving premium economy seat ok close galley bit annoying noise ife outdated tiny screen poor choice music film worth watching food lunch st course sort salmon salad ok main course beef dry desert chocolate mousse lovely afternoon tea two sandwich scone cream quite nice good supply water drink throughout flight fa good bad flight would use ba future,0.8712,Positive
2364,2364,none,0.0,Neutral
2365,2365,british airway seriously gone downhill absolutely difference low cost airline would actually prefer easyjet ryanair least transparent journey lyon london heathrow chaotic stressful thanks ba charging check luggage one way every passenger take cabin baggage mean everyone flock queue like cattle well announcement even made boarding process made unpleasant calling different group honestly never seen anything like board stow lot luggage hold fit passenger arguing one another separate fight witnessed staff aggressive shoving bag coat every nook cranny telling people move meal service joke pathetic barely edible sandwich always ba flight lhr flight late ended flying round round london min worst thing ba new policy charging select seat even online check opening hour mean assign rubbish seat pay change normal seat even extra legroom ba new policy seems nickel dime customer every possible step way charge airline process shame turned airline something worse low cost definitely avoiding wherever possible,-0.9719,Negative
2366,2366,none,0.0,Neutral
2367,2367,nassau paris via london british airway flight delayed hour nassau london refreshment offered waiting boarded pm leave hour waiting aircraft entertainment available staff polite helped much could arrived london hour delay almost impossible get information rude staff heathrow airport able put next flight paris took hour go security almost missed flight luckily flight delayed minute caught arrived bag arrived delivered home following day since connection took hour called british airway change flight week since h get second plane chance able catch told would pay even though flight cheaper compared bought would likely put next plane los angeles american airline taken flight kind feeling might missing accommodating,0.3246,Neutral
2368,2368,london heathrow seoul incheon british airway good service fa high quality screen ife shame otherwise british airway business class seat badly need dating trail blazer british airway also ran ensure company took advantage new aircraft bring facility date make least ground gulf leading asian carrier,0.0772,Neutral
2369,2369,none,0.0,Neutral
2370,2370,berlin philadelphia via london heathrow traveled british airway many time always thought decent airline preferred trip back philadelphia airline however last trip changed mind longer fly ba given misprinted ticket connecting flight lhr led u missing flight despite showing ticket several ba employee rushed gate printed ticket woman counter informed u flight departing terminal come run carry luggage winter clothing distance train normally take upon reaching saw actually sub divided section b c etc caused even confusion first took u wrong way course finally found correct gate flight already gone ba employee gate apologized told u require rebooked problem fault colleague customer service counter also admitted mistake pointed colleague also agreed never seen kind error another woman line behind u issue missed flight reason customer service woman best u gave u new ticket much later flight advised u write order follow try follow sent response clearly cut pasted error typo address issue complaint tried call time speak agent person ended waiting close hour pay several euro customer service terrible imagine would serious issue aside flight cramped entertainment system outdated small screen poor selection hit finger hard screen get work mention beginning flight way back food served system order last complaint airline food vegetarian normally like ba food time joke special meal consisted considerably le food boyfriend regular meal pasta one worst flight breakfast came around got recycled fruit cup dinner everyone else received full box food bad comical,-0.9546,Negative
2371,2371,none,0.0,Neutral
2372,2372,none,0.0,Neutral
2373,2373,looking forward trying new british airway flying kuala lumpur london economy seat bit tight main niggle entertainment box base seat hampered fully extended leg result swollen ankle result awkward position long flight cabin crew service lacklustre asked passing crew fill water bottle reply busy right without offering followup food unappetising presentation awful round drink offered long flight meal service entertainment system adequate selection cant match offered competitor,0.4404,Neutral
2374,2374,none,0.0,Neutral
2375,2375,none,0.0,Neutral
2376,2376,none,0.0,Neutral
2377,2377,accra london heathrow sadly british airway gone downhill start plane dirty excessive hand luggage allowance meant delay boarding food awful leg room non existent subzero temperature flight inadequate ratio toilet passenger left uncomfortable positive staff friendly courteous difficult circumstance bother forcing u endure safety walk hour direct flight cheapest could find provided eat fly restrict water intake wrap warm take tablet ereader fine frill airline service rather fly easyjet day,-0.4588,Negative
2378,2378,none,0.0,Neutral
2379,2379,oslo london heathrow check chaotic ground staff idea check information lounge access transfer etc emerald frequent flyer british airway seat usual economy seat joke sell product business class entertainment disgraceful meal business class service fast overall experience flight better economy class complete joke call product business class waste money,0.4767,Neutral
2380,2380,none,0.0,Neutral
2381,2381,none,0.0,Neutral
2382,2382,none,0.0,Neutral
2383,2383,london heathrow san francisco reviewed british airway poorly past pleasantly surprised flight compliment even full plane check fine well organised boarding plus flight time food good really except tateless cardboard wrap landing multiple drink run thoughout flight adequate small movie selection service smile best economy class flight year great see ba still well provide experience even looking forward return flight able say long time,0.9792,Positive
2384,2384,chicago amsterdam via london club world club europe nice first flight tampa chicago wife month old baby transit chicago really smooth stroller delivered gate stroller special bus transfer u terminal pas security second time arrived soon crowded business lounge gold member checked first lounge ground staff welcome crowded found quiet dinner part business lounge seated nice ground staff offered glass champagne relax food decent boarding upper deck boeing pleasure csd welcoming u name flight excellent food amazing enough cold drink offered cabin crew looking u baby baby playing time singing talking word perfect flight transit lhr terminal relaxing stroller waiting u gate nice security went first lounge really crowded found quiet place sit time shower breakfast relax last flight amsterdam full cabin nice frriendly cabin crew small remark find last flight stroller waiting u arrived luggage,0.9938,Positive
2385,2385,rome london heathrow british airway flight efficient time comfortable seat nice entertainment ground service terrible first flight day clerk counter arrived find u standing queue got stuff ready work sat chair sat ignored u minute cabin crew win award friendliness either job say much food served adequate best second time flying british airway impressed either time better choice,0.9837,Positive
2386,2386,usually problem british airway flight london heathrow toronto rd april worst flight said minute delay turned hour delay also kept changing gate number gave u gbp spend shop top bag lost along plane inconvenient clothes arrived,-0.9186,Negative
2387,2387,travelled british airway manchester dubai return via heathrow family outbound flight night service dinner served child eat fast asleep food nothing special supermarket ready meal standard leg room horrific truly felt like cattle class return flight seat worn old screen old scratched child given choice meal run three year old given snack box containing nut husband sitting next asleep row behind quickly took away allergic could go get picture man sat next get food hr plus flight vegetarian run pasta experience fly recommend british airway anymore day glory long gone,-0.1945,Negative
2388,2388,london philadelphia booked business class paid non refundable fee british airway would let check line reached terminal bumped due overbooking offered downgrade could accept health reason told overbooked tried check online could rerouted via new york still arrived time important meeting arrived hour late missed meeting british airway care maximising profit care nothing passenger loyal customer ba year many year gold card holder treat sold product sold product someone else paid full non refundable fare used good strapline world favourite airline far truth longer rapidly becoming world least favourite airline,0.9455,Positive
2389,2389,none,0.0,Neutral
2390,2390,none,0.0,Neutral
2391,2391,amsterdam hong kong via london british airway turned one exhausting trip made high expectation flight new aircraft opposite true seat uncomfortable service poor attendant rushed food horrible leg space poor last time travel ba,-0.9001,Negative
2392,2392,flew london heathrow hong kong british airway first class experience fantastic cabin crew could enough make flight one forget ba experience started check continued right moment stepped plane hong kong staff certainly demonstrated commitment ba slogan fly serve chose first course tasting menu exclusive course came paired wine course tasty well presented crew took time describe course served continually topped wine food beverage served high standard quality seat roomy comfortable fully flat bed comfortable mattress topper cotton sheet duvet pillow foot tall lot space suite sleeping slept hour woke refreshed,0.9448,Positive
2393,2393,none,0.0,Neutral
2394,2394,london heathrow nairobi kenya boeing new clean departed time food average served lunch bland uninteresting cabin crew quick efficient ran away flight could get service quickly possible hour landing reappeared cardboard box chicken sandwich drink sometimes wonder whether british airway check quality offer made airline whether customer loyalty keep flying nairobi arrival nightmare electronic visa page dowloaded resulted extra hour half immigration sorted,0.8402,Positive
2395,2395,left nairobi le time wait thunderstorm pas take premium economy seat better economy leg room flight packed subdivided first club business premium economy economy sure whether subdivision really necessary would better provide customer modern newer aircraft instead older seating alternative look rather dated food average choice grilled steak chicken vegetable salad starter dried cake dessert cabin crew efficient hardly warmer food seemed want get meal way quickly possible night flight disappeared hour landing dreaded cardboard box appeared pretending breakfast pot yoghurt dreadful dry cereal bar arrived time immediately went coffee snack airport course served breakfast flight british airway need wake check airline offer flight,0.6452,Positive
2396,2396,vancouver barcelona via heathrow british airway would like start review stating review taken time write life positive one choosing ignore negativity however sadly first negative review even sadder say taking time write even completed round trip british airway direct writing final connector flight barcelona february th purchased round trip cancellation flight vancouver canada barcelona spain surprise fiance th birthday well year engagement anniversary naturally counted day excitement booking apartment scheduling reservation dinner well ticket barcelona fc match even setting scheduling grandparent side month old daughter april th day trip receive email labeled updated travel itinerary opened email flight longer included flight vancouver barcelona actually return flight barcelona april th got home late april th cuba contact anyone early morning april th fiance birthday convinced mistake thought nothing upon calling morning informed flight cancelled tried everything could make flight happen day told seat remaining fiance could fly th follow th engaged couple make sense decided look past try seek reimbursement apartment fee thing money due arriving day late began huge run around fiance trying submit online form separate time screen read submitting roughly minute time never one actually submitting decide overlook deal check counter yvr agent speaking nice lady went beyond figure happened flight previous day left originally scheduled without u put note file agent jacksonville ba cancelled flight apparent reason asked upgrade seat available u asked access ba lounge waited told full even though walked past empty lounge way flight uncomfortable flight heathrow spoke agent helpful pulling file note sending email get ball rolling u reimbursement process still wait reply go ahead trying recoup slome loss unfortunately still get u day missed back went extra step grant u access lounge waiting moved seat row breath fresh air realized moved row right behind curtain snacked sandwich portion food could hear plated dish side curtain good food people eating staring minimum empty seat trying make joke fact ever get home,0.765,Positive
2397,2397,none,0.0,Neutral
2398,2398,none,0.0,Neutral
2399,2399,writing complain deeply distressing british airway flight london heathrow cape town change johannesburg flight badly managed throughout arrived heathrow told member staff name system eventually found said oh im sorry tell seat flight obviously distressed imagined would return back dorset however much insisting eventually eventually found seat arrived gate good time flight johannesburg however waiting half hour past time meant departed airport time explanation late boarding plane plane waited waited waited eventually told sorry inconvenience ba enough time engineering work refuel mandatory paper work plane day extremely late setting heathrow think poor excuse departing correct time given enough notification throughout lengthy wait concerned catching next flight johannesburg cape town flight attendant told worry lot ba ground staff help u arrive johannesburg however could truth landed british airway staff present except one lady high vi jacket explained people needed get connecting flight johannesburg leave luggage would put plane run next gate flight pointed man wearing uniform saying take another passenger gate literally ran airport man asked tip gave extremely suprised would tip someone supposedly ba advised go withonce getting gate time lady comair said radioed told u already sold ticket rudely shouted leave luggage point tear falling feeling extremely overwhelmed told u go back help luckily another passenger kind enough show ba check desk ask new ticket cape town ba deskthey helpful slightest simply told go get luggage menzies side airport see ran fro menzies lost luggage comair ba office back forth around hour staff helpful even though cry feeling completely bewildered,-0.6249,Negative
2400,2400,none,0.0,Neutral
2401,2401,cancelled british airway flight gibraltar within cooling period advised refund take hr many call later still refund promised april would get refund within hour april ba say refunded payment due april replacement ba flight booked first flight cancelled need refund pay balance ba care holding say refunded loyal customer year appalling customer service ba say payment due th april made replacement booking cancelled lose deposit despite fact keeping money lied repeatedly refunded ba flight nightmare last flight travelled delayed due hand baggage passenger marauding aisle trying stuff oversize hand luggage overhead locker care consideration passenger possession captain announce unless people sat allowed hand baggage placed hold plane would delayed british airway need decide whether want frill airline worse ryanair easyjet pleasant experience fly ba anymore despite problem one type another nearly every booking made ba last year continued loyal appreciate customer loyalty despite recorded customer service message claiming want maintain high standard travel wish ensure passenger fly ba fail count,0.9626,Positive
2402,2402,none,0.0,Neutral
2403,2403,none,0.0,Neutral
2404,2404,flew london beijing british airway flight leaf heathrow terminal normally beijing flight leaf b gate made comfortable b gate lounge time better two gate congested lounge flight good flight day flight comfortable though quite full ba club seat configured across seat wide competitor enough cx may better seat ba sometime offer good value service good chinese crew unlike cathay crew always route based china specifically london route frequent flyer may recognized get treated better time flight,0.9761,Positive
2405,2405,second time flying british airway particular route vancouver paris cdg via london heathrow round trip overall time without delay online check easy got pick seat wanted picked boarding pass airport without problem food average cabin crew courteous professional drink frequently served could picked galley independently washroom clean overall satisfactory experience however one thing almost traveller yvr lhr route notice age aircraft think replaced soon since popular route flew late march return beginning april low season cabin still full think flight deserves newer aircraft like particularly back seat thin one feel every scratching movement person behind try retrieve item front pocket flight entertainment system also dated picture clear colour rather misleading,0.9613,Positive
2406,2406,london heathrow paris cdg british airway nothing special short flight happy time interesting short haul flight ba us seating business seat economy except central seat kept empty flight full similar space next seat unoccupied snack offered free though hot together drink,0.7678,Positive
2407,2407,hong kong london british airway normally prefer aisle seat long haul flight chose window seat flight upper deck upper deck situation mean take advantage window side drawer apart easy storage also put something top premium economy offer enough space move needed ba premium economy service good food economy case airline seat acceptably comfortable ba generous alcoholic drink though take advantage food good flight satisfactory,0.9723,Positive
2408,2408,amazement went board flight back london holiday west coast usa found upgraded economy club world especially nice fianc e flown economy previously service food good flat bed seat made flight much pleasant lovely aircraft quiet look smart inside,0.9682,Positive
2409,2409,decided treat british airway premium economy beijing london much expensive economy bulkhead seat meant plenty legroom could stretch flight cabin looked bit tired staff friendly professional comfortable food quite good glass champagne boarded would nice ife okay screen small malfunctioned part flight,0.9399,Positive
2410,2410,recent holiday usa excited flying new first time food excellent terminal went board found upgraded premium economy aircraft smart fresh inside welcomed champagne far quietest aircraft ever flown ife good lot choice food decent friendly professional service plane heathrow,0.9702,Positive
2411,2411,none,0.0,Neutral
2412,2412,riyadh dusseldorf via heathrow british airway check riyadh terrible broken baggage belt staff explaining passangers issue instead fixing flight lhr smooth good service lhr however disaster priority security took forever gate agent even worse trolley handluggage specified first started complaining trolley surprise within size looked laptop case cm large made check trolley worst attitude feel customer bashing behavior definitely comply ba image expectation business class passenger search option choosing ba,-0.8807,Negative
2413,2413,british airway used better spent afternoon business lounge waiting gatwick flight pm boarding card said gate closed heard announcement asked ba man reception delay dismayed casually said yes hour min unhappy told u earlier asked needed help getting home timely manner time ba would tried reroute premium passenger man told duty manager specifically told told wanted switch earlier lhr lcy flight would go back landside buy ticket flight onboard first experience ba new club europe wherein middle seat covered tray give perception space without actually giving wider seat legroom experience ba business class long short haul past year sad see ba focussing making change make money rather change benefit passenger experience meal plonked front without telling tasty stewardess gave great customer service giving plastic glass decant bloody mary could hold approach lgw nice touch offered airline flown,0.7402,Positive
2414,2414,irritating british airway pre allocated middle seat allowed change checking online unless paid pound airport self service check would let change seat either find customer service desk get preferred window seat waste time short flight london gatwick amsterdam ok flight crew spoke cabin time appreciate cabin crew clearly wished somewhere else catering choice water crisp hardly full service least free,-0.2268,Negative
2415,2415,none,0.0,Neutral
2416,2416,none,0.0,Neutral
2417,2417,london city isle man british airway following unexpected cancellation flight gatwick easyjet seem become unreliable purchased ticket ba london city despite earlier weather problem storm katie approaching made effort operate flight back isle man got u home well done ba,0.52,Positive
2418,2418,flight copenhagen london heathrow british airway operated jet time operating ba service lhr cph route summer aircraft definitely ba standard old worn inside cabin service cannot comment fortunately seat together slept flight really hope temporary move ba part really standard come expect route,0.5709,Positive
2419,2419,none,0.0,Neutral
2420,2420,none,0.0,Neutral
2421,2421,none,0.0,Neutral
2422,2422,london gatwick rome fiumicino anyone flown british airway club europe realise seat economy class eurotraveller seat made divider middle flying gatwick ba lounge refurbishment directed lounge quite packed already got rome baggage lost make matter worse counter lost baggage operates behalf british airway poorly marked sign logo british airway manned two person clue going would assist filling form make matter worse talking leaving partner awkwardly staring complete conversation bottom line whatever carry british airway brand name good whatever rd party organisation ba employ questionable,-0.8176,Negative
2423,2423,washington dubai return via heathrow british airway outbound segment three others refurbished b aircraft regular year customer gold level executive club member one expect much variation ba onboard product staff generally polite hardworking well trained seem lack extra attention detail come club world fish main course served iad lhr unbelievably bad meal fairly good high tea without scone clotted cream strawberry jam absurd cost cutting measure british airline discovered lhr iad sector sad see airline working harder response competition,-0.6901,Negative
2424,2424,none,0.0,Neutral
2425,2425,none,0.0,Neutral
2426,2426,none,0.0,Neutral
2427,2427,return seville gatwick british airway economy flight left minute ahead schedule landed early well seating face lifted economy class think le comfortable older style flew sandwich drink okay think british airway could come around nd drink water service hour flight overall okay,0.802,Positive
2428,2428,flew british airway oslo london heathrow march crew happy helpful cabin clean looked new new plane seat new served turkey cheese croissant fly ba time landed early,0.8481,Positive
2429,2429,gatwick seville british airway flight delayed due french air traffic controller strike ba best help boarded time ready leave slot became available however still got away nearly hour late served drink also invited passenger view flightdeck delay took flight okay typical service sandwich drink wine passable better shorthaul economy service seat comfortable given limited legroom,0.8934,Positive
2430,2430,barcelona seoul incheon via london heathrow overall impressed two flight ba checked online bag drop bcn took le one minute small snack served flight london uneventful flight london seoul new almost perfect friendly professional crew ife high quality amazing sound impressed size meal lunch hot breakfast real let seat tiny narrow felt quite squashed made flight uncomfortable difficult sleep really let good flight,0.9233,Positive
2431,2431,istanbul london heathrow british airway main reason pay travel business class get extra leg room ba club europe give exactly leg room economy may okay quick hop paris definitely unsatisfactory near four hour flight particularly annoying see child sitting row row reasonable leg room service fine food quite good entertainment book economy pay exit seat brainer either fly turkish airline airline going strength strength,0.9228,Positive
2432,2432,london heathrow houston british airway friendly efficient service chose asian vegetarian meal turned tasty flown ba long haul year improvement noticeable free beverage offered wide choice baggage allowance adequate transfer terminal lhr worked well,0.936,Positive
2433,2433,flown british airway time usually business class current ski trip paid substantial premium fly one way first home london denver business class yesterday flight cancelled due snow course fault spending nearly hour hold gold card premium service line told flight full cannot help authorised help telephone drive airport ask beg airport staff consider using different carrier help get home long planned family easter holiday true test company thing going well problem ba com truly appalling email cancelling flight even include phone number call rebooking,0.0217,Neutral
2434,2434,british airway seattle johannesburg via london heathrow first leg sea lhr plane satisfactory understand comment people think tired worn bad ride economy person front recline seat sat one twosome seat tail food leg bland continental breakfast disappointment would buy seat traveling british airway advised wall next lean sleep second leg sat tail upper deck seat time young woman front reclined maximum soon could kept seat way entire hour flight nice plane overall experience pleasant despite extensive turbulence majority way upper cabin amazingly quiet food leg far better english breakfast served prior landing jo burg would play seat two box seat front limit foot room would play seat b aisle seat ife leg pretty sad one popular culture cabin attendant leg polite nice job ba ground personnel heathrow nice helpful traveled south africa north america dozen time past two year flight require change plane middle east europe fly africa tend bumpy even night convective activity dy nonstop flight routed atlantic ocean tend much smoother,0.9287,Positive
2435,2435,none,0.0,Neutral
